date,contract_preamble,strike,yes_price,daily_volume,expiry_date,adjusted_yes_price,probability
2022-08-18,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-08-19,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-08-20,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-08-21,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-08-22,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-08-23,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-08-24,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-08-25,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-08-26,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-08-27,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-08-28,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-08-29,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-08-30,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-08-31,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-09-01,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-09-02,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-09-03,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-09-04,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-09-05,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-09-06,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-09-07,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-09-08,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-09-09,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-09-10,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-09-11,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-09-12,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-09-13,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-09-14,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-09-15,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-09-16,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-09-17,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-09-18,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-09-19,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-09-20,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-09-21,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-09-22,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-09-23,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-09-24,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-09-25,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-09-26,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-09-27,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-09-28,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-09-29,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-09-30,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-10-01,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-10-02,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-10-03,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-10-04,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-10-05,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-10-06,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-10-07,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-10-08,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-10-09,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-10-10,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-10-11,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-10-12,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-10-13,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-10-14,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-10-15,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-10-16,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-10-17,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-10-18,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-10-19,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-10-20,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-10-21,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-10-22,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-10-23,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-10-24,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-10-25,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-10-26,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-10-27,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-10-28,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-10-29,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-10-30,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-10-31,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-11-01,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-11-02,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-11-03,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-11-04,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-11-05,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-11-06,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-11-07,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-11-08,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-11-09,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-11-10,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-11-11,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-11-12,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-11-13,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-11-14,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-11-15,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-11-16,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-11-17,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-11-18,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-11-19,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-11-20,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-11-21,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-11-22,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-11-23,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-11-24,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-11-25,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-11-26,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-11-27,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-11-28,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-11-29,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-11-30,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-12-01,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-12-02,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-12-03,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-12-04,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-12-05,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-12-06,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-12-07,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-12-08,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-12-09,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-12-10,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-12-11,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-12-12,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-12-13,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2022-12-14,FED-22DEC,0,NA,NA,2022-12-14,NA,0
2021-12-27,FED-22JAN,0,NA,NA,2022-01-26,NA,79.59183673469387
2021-12-28,FED-22JAN,0,NA,NA,2022-01-26,NA,96.93877551020408
2021-12-29,FED-22JAN,0,NA,NA,2022-01-26,NA,97.95918367346938
2021-12-30,FED-22JAN,0,NA,NA,2022-01-26,NA,94.89795918367346
2021-12-31,FED-22JAN,0,NA,NA,2022-01-26,NA,95.91836734693878
2022-01-01,FED-22JAN,0,NA,NA,2022-01-26,NA,97.95918367346938
2022-01-02,FED-22JAN,0,NA,NA,2022-01-26,NA,97.95918367346938
2022-01-03,FED-22JAN,0,NA,NA,2022-01-26,NA,97.95918367346938
2022-01-04,FED-22JAN,0,NA,NA,2022-01-26,NA,96.93877551020408
2022-01-05,FED-22JAN,0,NA,NA,2022-01-26,NA,97.95918367346938
2022-01-06,FED-22JAN,0,NA,NA,2022-01-26,NA,96.93877551020408
2022-01-07,FED-22JAN,0,NA,NA,2022-01-26,NA,96.93877551020408
2022-01-08,FED-22JAN,0,NA,NA,2022-01-26,NA,96.93877551020408
2022-01-09,FED-22JAN,0,NA,NA,2022-01-26,NA,98.9795918367347
2022-01-10,FED-22JAN,0,NA,NA,2022-01-26,NA,98.9795918367347
2022-01-11,FED-22JAN,0,NA,NA,2022-01-26,NA,98.9795918367347
2022-01-12,FED-22JAN,0,NA,NA,2022-01-26,NA,98.9795918367347
2022-01-13,FED-22JAN,0,NA,NA,2022-01-26,NA,98.9795918367347
2022-01-14,FED-22JAN,0,NA,NA,2022-01-26,NA,98.9795918367347
2022-01-15,FED-22JAN,0,NA,NA,2022-01-26,NA,98.9795918367347
2022-01-16,FED-22JAN,0,NA,NA,2022-01-26,NA,98.9795918367347
2022-01-17,FED-22JAN,0,NA,NA,2022-01-26,NA,100
2022-01-18,FED-22JAN,0,NA,NA,2022-01-26,NA,100
2022-01-19,FED-22JAN,0,NA,NA,2022-01-26,NA,97.95918367346938
2022-01-20,FED-22JAN,0,NA,NA,2022-01-26,NA,97.95918367346938
2022-01-21,FED-22JAN,0,NA,NA,2022-01-26,NA,97.95918367346938
2022-01-22,FED-22JAN,0,NA,NA,2022-01-26,NA,97.95918367346938
2022-01-23,FED-22JAN,0,NA,NA,2022-01-26,NA,97.95918367346938
2022-01-24,FED-22JAN,0,NA,NA,2022-01-26,NA,94.89795918367346
2022-01-25,FED-22JAN,0,NA,NA,2022-01-26,NA,96.93877551020408
2022-01-26,FED-22JAN,0,NA,NA,2022-01-26,NA,97.95918367346938
2022-01-28,FED-22JUL,0,NA,NA,2022-07-27,NA,4.081632653061225
2022-01-29,FED-22JUL,0,NA,NA,2022-07-27,NA,4.081632653061225
2022-01-30,FED-22JUL,0,NA,NA,2022-07-27,NA,4.081632653061225
2022-01-31,FED-22JUL,0,NA,NA,2022-07-27,NA,4.081632653061225
2022-02-01,FED-22JUL,0,NA,NA,2022-07-27,NA,4.081632653061225
2022-02-02,FED-22JUL,0,NA,NA,2022-07-27,NA,4.081632653061225
2022-02-03,FED-22JUL,0,NA,NA,2022-07-27,NA,2.0408163265306123
2022-02-04,FED-22JUL,0,NA,NA,2022-07-27,NA,2.0408163265306123
2022-02-05,FED-22JUL,0,NA,NA,2022-07-27,NA,2.0408163265306123
2022-02-06,FED-22JUL,0,NA,NA,2022-07-27,NA,2.0408163265306123
2022-02-07,FED-22JUL,0,NA,NA,2022-07-27,NA,5.1020408163265305
2022-02-08,FED-22JUL,0,NA,NA,2022-07-27,NA,5.1020408163265305
2022-02-09,FED-22JUL,0,NA,NA,2022-07-27,NA,5.1020408163265305
2022-02-10,FED-22JUL,0,NA,NA,2022-07-27,NA,4.081632653061225
2022-02-11,FED-22JUL,0,NA,NA,2022-07-27,NA,4.081632653061225
2022-02-12,FED-22JUL,0,NA,NA,2022-07-27,NA,4.081632653061225
2022-02-13,FED-22JUL,0,NA,NA,2022-07-27,NA,4.081632653061225
2022-02-14,FED-22JUL,0,NA,NA,2022-07-27,NA,4.081632653061225
2022-02-15,FED-22JUL,0,NA,NA,2022-07-27,NA,4.081632653061225
2022-02-16,FED-22JUL,0,NA,NA,2022-07-27,NA,4.081632653061225
2022-02-17,FED-22JUL,0,NA,NA,2022-07-27,NA,4.081632653061225
2022-02-18,FED-22JUL,0,NA,NA,2022-07-27,NA,4.081632653061225
2022-02-19,FED-22JUL,0,NA,NA,2022-07-27,NA,4.081632653061225
2022-02-20,FED-22JUL,0,NA,NA,2022-07-27,NA,4.081632653061225
2022-02-21,FED-22JUL,0,NA,NA,2022-07-27,NA,4.081632653061225
2022-02-22,FED-22JUL,0,NA,NA,2022-07-27,NA,4.081632653061225
2022-02-23,FED-22JUL,0,NA,NA,2022-07-27,NA,4.081632653061225
2022-02-24,FED-22JUL,0,NA,NA,2022-07-27,NA,4.081632653061225
2022-02-25,FED-22JUL,0,NA,NA,2022-07-27,NA,0
2022-02-26,FED-22JUL,0,NA,NA,2022-07-27,NA,0
2022-02-27,FED-22JUL,0,NA,NA,2022-07-27,NA,0
2022-02-28,FED-22JUL,0,NA,NA,2022-07-27,NA,0
2022-03-01,FED-22JUL,0,NA,NA,2022-07-27,NA,0
2022-03-02,FED-22JUL,0,NA,NA,2022-07-27,NA,0
2022-03-03,FED-22JUL,0,NA,NA,2022-07-27,NA,0
2022-03-04,FED-22JUL,0,NA,NA,2022-07-27,NA,0
2022-03-05,FED-22JUL,0,NA,NA,2022-07-27,NA,0
2022-03-06,FED-22JUL,0,NA,NA,2022-07-27,NA,0
2022-03-07,FED-22JUL,0,NA,NA,2022-07-27,NA,0
2022-03-08,FED-22JUL,0,NA,NA,2022-07-27,NA,0
2022-03-09,FED-22JUL,0,NA,NA,2022-07-27,NA,0
2022-03-10,FED-22JUL,0,NA,NA,2022-07-27,NA,0
2022-03-11,FED-22JUL,0,NA,NA,2022-07-27,NA,0
2022-03-12,FED-22JUL,0,NA,NA,2022-07-27,NA,0
2022-03-13,FED-22JUL,0,NA,NA,2022-07-27,NA,0
2022-03-14,FED-22JUL,0,NA,NA,2022-07-27,NA,0
2022-03-15,FED-22JUL,0,NA,NA,2022-07-27,NA,0
2022-03-16,FED-22JUL,0,NA,NA,2022-07-27,NA,0
2022-03-17,FED-22JUL,0,NA,NA,2022-07-27,NA,0
2022-03-18,FED-22JUL,0,NA,NA,2022-07-27,NA,0
2022-03-19,FED-22JUL,0,NA,NA,2022-07-27,NA,0
2022-03-20,FED-22JUL,0,NA,NA,2022-07-27,NA,0
2022-03-21,FED-22JUL,0,NA,NA,2022-07-27,NA,0
2022-03-22,FED-22JUL,0,NA,NA,2022-07-27,NA,0
2022-03-23,FED-22JUL,0,NA,NA,2022-07-27,NA,0
2022-03-24,FED-22JUL,0,NA,NA,2022-07-27,NA,0
2022-03-25,FED-22JUL,0,NA,NA,2022-07-27,NA,0
2022-03-26,FED-22JUL,0,NA,NA,2022-07-27,NA,0
2022-03-27,FED-22JUL,0,NA,NA,2022-07-27,NA,0
2022-03-28,FED-22JUL,0,NA,NA,2022-07-27,NA,0
2022-03-29,FED-22JUL,0,NA,NA,2022-07-27,NA,0
2022-03-30,FED-22JUL,0,NA,NA,2022-07-27,NA,0
2022-03-31,FED-22JUL,0,NA,NA,2022-07-27,NA,3.061224489795918
2022-04-01,FED-22JUL,0,NA,NA,2022-07-27,NA,3.061224489795918
2022-04-02,FED-22JUL,0,NA,NA,2022-07-27,NA,3.061224489795918
2022-04-03,FED-22JUL,0,NA,NA,2022-07-27,NA,3.061224489795918
2022-04-04,FED-22JUL,0,NA,NA,2022-07-27,NA,0
2022-04-05,FED-22JUL,0,NA,NA,2022-07-27,NA,0
2022-04-06,FED-22JUL,0,NA,NA,2022-07-27,NA,0
2022-04-07,FED-22JUL,0,NA,NA,2022-07-27,NA,0
